Rg,Spieler,Land,Pos,Verein,Alt,Geboren,90,Vol,Ver,Vol%,GesEntf,ProgEntf,Vol,Ver,Vol%,Vol,Ver,Vol%,Vol,Ver,Vol%,Vor,xA,A-xA,WP,1/3,PPA,FlkSr,Fortschr.,Spiele
420,Romano Schmid\Romano-Schmid,at AUT,FWMF,Werder Bremen,20,2000,13.1,26.0,36.1,719,392.1,138.4,13.8,16.7,826,9.54,12.9,740,1.68,3.44,489,0.23,0.08,0.15,0.99,2.90,1.07,0.31,4.58,Spiele
421,Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,25,1994,4.6,38.7,53.5,724,734.8,355.2,16.1,18.5,871,16.3,20.7,789,5.65,12.6,448,0.22,0.09,0.13,1.09,3.70,0.65,0.22,6.09,Spiele
422,Alessandro Schöpf\Alessandro-Schopf,at AUT,FWMF,Schalke 04,26,1994,10.5,27.5,34.5,798,399.4,91.4,16.2,18.9,859,8.48,9.81,864,1.71,2.67,643,0.00,0.04,-0.04,0.38,1.62,0.29,0.00,2.00,Spiele
423,Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,27,1993,6.8,56.0,67.9,825,953.1,315.4,27.1,30.0,902,23.8,26.9,885,4.41,8.09,545,0.00,0.04,-0.04,0.74,3.38,0.88,0.29,4.85,Spiele
424,Alexander Schwolow\Alexander-Schwolow,de GER,TW,Hertha BSC,28,1992,26.0,27.9,35.3,791,856.2,479.2,4.00,4.04,990,12.9,12.9,997,11.0,18.3,602,0.00,0.00,0.00,0.04,0.27,0.00,0.00,0.04,Spiele
425,Christopher Scott\Christopher-Scott,de GER,FW,Bayern Munich,18,2002,0.4,15.0,20.0,750,155.0,55.0,10.0,10.0,1000,5.00,5.00,1000,0.00,2.50,00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,2.50,Spiele
426,Davie Selke\Davie-Selke,de GER,FW,Werder Bremen,25,1995,9.0,14.6,24.8,587,205.4,47.1,8.78,13.6,648,4.44,7.78,571,0.67,1.33,500,0.11,0.08,0.03,0.78,0.67,0.44,0.00,1.44,Spiele
427,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,23,1997,21.7,21.6,28.2,765,443.3,102.1,7.56,9.82,770,9.17,11.1,829,4.33,5.58,777,0.14,0.07,0.07,0.69,2.21,0.46,0.00,2.67,Spiele
428,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Hoffenheim,20,2000,17.5,41.5,53.4,778,736.3,264.5,18.7,20.5,911,18.5,23.5,786,3.77,6.63,569,0.17,0.10,0.07,0.91,2.91,1.43,0.69,4.11,Spiele
429,Nils Seufert\Nils-Seufert,de GER,MFFW,Arminia,23,1997,3.8,32.9,40.5,812,492.1,116.8,18.4,20.5,897,12.1,13.4,902,1.58,4.21,375,0.26,0.08,0.18,1.05,3.16,0.26,0.00,2.63,Spiele
430,Tim Siersleben\Tim-Siersleben,de GER,DF,Wolfsburg,20,2000,0.4,50.0,52.5,952,1085.0,227.5,12.5,12.5,1000,27.5,27.5,1000,10.0,12.5,800,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,Spiele
431,André Silva\Andre-Silva,pt POR,FW,Eint Frankfurt,24,1995,30.7,19.0,25.7,741,279.8,48.4,10.9,13.7,798,6.58,8.57,768,0.72,1.11,647,0.23,0.18,0.05,0.94,1.07,0.55,0.10,1.50,Spiele
432,Jóan Símun Edmundsson\Joan-Simun-Edmundsson,fo FRO,MFFW,Arminia,29,1991,0.6,18.3,25.0,733,348.3,71.7,10.0,11.7,857,5.00,8.33,600,3.33,5.00,667,0.00,0.00,0.00,0.00,1.67,0.00,0.00,1.67,Spiele
433,Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,Leverkusen,25,1995,17.4,60.9,74.2,820,1175.7,356.1,24.1,27.0,893,27.1,30.9,879,8.74,13.6,644,0.00,0.04,-0.04,0.80,4.54,0.92,0.06,4.25,Spiele
434,Tobias Sippel\Tobias-Sippel,de GER,TW,M'Gladbach,32,1988,3.8,25.3,38.7,653,912.4,654.7,4.47,4.47,1000,7.89,8.16,968,12.9,26.1,495,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,Spiele
435,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Köln,25,1995,30.9,42.7,49.0,871,840.0,238.4,15.3,17.3,886,19.2,20.7,925,6.89,9.13,755,0.06,0.04,0.03,0.55,2.65,0.61,0.10,3.33,Spiele
436,Robert Skov\Robert-Skov,dk DEN,FWDF,Hoffenheim,24,1996,12.9,27.9,40.2,695,528.7,146.0,12.2,15.1,810,11.2,14.6,766,3.88,8.14,476,0.00,0.10,-0.10,1.16,1.40,1.32,0.39,3.18,Spiele
437,Steven Skrzybski\Steven-Skrzybski,de GER,FWDF,Schalke 04,27,1992,4.7,16.2,27.0,598,308.5,109.8,6.81,9.57,711,6.81,9.57,711,2.34,4.89,478,0.00,0.02,-0.02,0.43,1.06,0.43,0.21,1.91,Spiele
438,Yann Sommer\Yann-Sommer,ch SUI,TW,M'Gladbach,31,1988,30.1,33.6,41.2,815,890.4,443.9,7.01,7.04,995,15.5,15.7,992,10.7,18.1,590,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.07,Spiele
439,Borna Sosa\Borna-Sosa,hr CRO,DF,Stuttgart,22,1998,22.7,40.0,56.8,704,699.5,297.7,19.9,22.7,874,15.2,20.2,751,4.32,11.4,378,0.40,0.26,0.14,2.51,2.33,1.94,1.23,4.36,Spiele
440,Cebio Soukou\Cebio-Soukou,bj BEN,FWMF,Arminia,27,1992,5.1,19.8,22.5,878,327.3,56.5,9.02,9.80,920,7.65,8.63,886,1.96,2.55,769,0.00,0.02,-0.02,0.78,0.98,0.59,0.20,2.16,Spiele
441,Djibril Sow\Djibril-Sow,ch SUI,MF,Eint Frankfurt,23,1997,24.2,44.4,50.2,885,795.8,192.6,19.8,21.6,918,19.6,21.9,894,4.55,5.70,797,0.08,0.07,0.02,0.79,2.89,0.50,0.00,4.71,Spiele
442,Jerry St. Juste\Jerry-St-Juste,nl NED,DF,Mainz 05,23,1996,32.0,34.2,41.9,815,754.4,270.5,9.25,10.8,860,17.9,19.5,917,6.75,10.5,641,0.03,0.01,0.03,0.16,2.41,0.47,0.09,3.22,Spiele
443,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,MFDF,Schalke 04,29,1990,21.7,35.7,47.7,749,778.3,299.1,10.2,12.4,825,18.6,22.0,847,6.36,11.9,535,0.09,0.02,0.07,0.37,3.04,0.41,0.00,3.73,Spiele
444,Josip Staniši?\Josip-Stanisic,de GER,DF,Bayern Munich,20,2000,1.0,55.0,61.0,902,1134.0,280.0,17.0,18.0,944,31.0,34.0,912,7.00,7.00,1000,0.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,Spiele
445,Niklas Stark\Niklas-Stark,de GER,DFMF,Hertha BSC,25,1995,31.0,41.6,49.0,849,994.5,270.3,7.65,9.03,846,23.1,25.4,910,10.7,13.9,768,0.00,0.01,-0.01,0.13,2.77,0.35,0.00,3.42,Spiele
446,Renato Steffen\Renato-Steffen,ch SUI,FWMF,Wolfsburg,28,1991,17.4,27.6,38.0,728,481.0,126.2,13.7,16.8,816,10.2,13.7,745,3.05,5.46,558,0.23,0.14,0.09,1.09,2.70,1.26,0.40,3.33,Spiele
447,Pascal Stenzel\Pascal-Stenzel,de GER,DF,Stuttgart,24,1996,14.2,67.5,78.5,859,1446.2,528.0,20.5,22.5,912,34.0,37.3,913,12.5,17.3,720,0.07,0.02,0.05,0.21,4.08,0.21,0.07,4.30,Spiele
448,Lars Stindl\Lars-Stindl,de GER,MFFW,M'Gladbach,31,1988,21.8,39.4,48.1,820,668.0,152.7,20.0,23.1,869,13.3,16.2,816,4.59,6.19,741,0.37,0.26,0.11,2.02,3.17,0.96,0.18,3.99,Spiele
449,Kevin Stöger\Kevin-Stoger,at AUT,MFFW,Mainz 05,26,1993,6.0,45.5,65.5,695,851.3,280.5,20.7,24.8,832,17.2,24.5,701,6.83,14.2,482,0.00,0.15,-0.15,1.67,4.17,1.50,0.67,5.33,Spiele
450,Tobias Strobl\Tobias-Strobl,de GER,MF,Augsburg,30,1990,20.5,33.0,40.7,812,637.6,178.6,14.5,16.4,887,13.0,15.5,842,4.93,7.12,692,0.00,0.04,-0.04,0.68,2.88,0.44,0.05,3.51,Spiele
451,Marek Suchý\Marek-Suchy,cz CZE,DF,Augsburg,32,1988,3.4,35.3,40.6,870,718.8,256.8,8.82,10.3,857,21.5,22.4,961,4.71,7.65,615,0.00,0.00,0.00,0.00,1.47,0.29,0.29,2.35,Spiele
452,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,24,1995,16.7,71.5,78.6,910,1487.7,494.1,22.0,23.5,939,37.7,40.2,937,11.3,14.0,807,0.00,0.02,-0.02,0.48,5.87,0.84,0.24,5.63,Spiele
453,Ádám Szalai\Adam-Szalai,hu HUN,FW,Mainz 05,32,1987,8.1,14.0,25.9,538,207.3,63.2,8.02,14.1,570,3.33,6.05,551,1.23,2.35,526,0.00,0.07,-0.07,0.62,1.48,0.37,0.00,1.98,Spiele
454,Frederik Sørensen\Frederik-Sorensen,dk DEN,DFMF,Köln,28,1992,1.1,34.5,45.5,760,814.5,389.1,3.64,6.36,571,23.6,25.5,929,6.36,11.8,538,0.00,0.09,-0.09,0.91,4.55,0.91,0.00,3.64,Spiele
455,Alexander Sørloth\Alexander-Sorloth,no NOR,FW,RB Leipzig,24,1995,16.0,22.6,30.0,752,305.4,60.1,14.3,17.4,820,6.13,8.69,705,0.88,1.50,583,0.19,0.14,0.05,1.63,1.00,1.44,0.13,2.19,Spiele
456,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,24,1996,24.7,71.8,79.0,909,1580.6,404.1,17.4,18.8,929,40.6,42.8,948,13.3,16.5,808,0.00,0.00,-0.00,0.08,4.09,0.20,0.04,4.25,Spiele
457,Edmond Tapsoba\Edmond-Tapsoba,bf BFA,DF,Leverkusen,21,1999,29.5,84.7,93.1,910,1965.3,544.6,18.4,19.7,936,46.9,49.7,945,18.9,22.7,831,0.00,0.02,-0.02,0.10,4.92,0.34,0.00,4.92,Spiele
458,Niklas Tauer\Niklas-Tauer,de GER,MFDF,Mainz 05,19,2001,0.8,21.3,33.8,630,407.5,245.0,8.75,11.3,778,8.75,15.0,583,3.75,7.50,500,0.00,0.00,0.00,1.25,1.25,1.25,1.25,3.75,Spiele
459,Lino Tempelmann\Lino-Tempelmann,de GER,MFDF,Freiburg,21,1999,3.0,42.0,53.7,783,861.3,162.7,14.0,17.3,808,19.3,22.3,866,7.67,10.0,767,0.00,0.00,0.00,0.33,3.67,0.33,0.00,2.67,Spiele
460,Cedric Teuchert\Cedric-Teuchert,de GER,FWMF,Union Berlin,23,1997,8.4,17.7,24.4,727,294.2,93.0,9.29,12.3,757,5.48,6.79,807,2.02,3.45,586,0.12,0.12,0.00,0.95,1.79,0.60,0.00,2.26,Spiele
461,Malick Thiaw\Malick-Thiaw,de GER,DF,Schalke 04,18,2001,16.1,38.6,47.3,817,827.0,256.8,9.94,12.2,816,21.7,23.8,911,6.65,10.3,645,0.00,0.01,-0.01,0.12,1.37,0.12,0.00,1.68,Spiele
462,Jan Thielmann\Jan-Thielmann,de GER,FWMF,Köln,18,2002,11.4,20.1,31.5,638,309.3,105.4,10.6,13.1,812,6.93,9.91,699,1.49,4.47,333,0.26,0.06,0.20,0.79,1.84,0.26,0.18,2.11,Spiele
463,Erik Thommy\Erik-Thommy,de GER,DFFW,Stuttgart,25,1994,3.5,29.4,40.9,720,550.9,134.6,14.9,16.9,881,9.14,13.1,696,4.86,8.00,607,0.57,0.26,0.31,2.00,2.00,1.14,0.57,2.29,Spiele
464,Marcus Thuram\Marcus-Thuram,fr FRA,FW,M'Gladbach,22,1997,19.2,21.9,30.7,712,314.6,73.3,13.9,17.9,776,6.25,8.96,698,1.15,2.03,564,0.16,0.10,0.05,0.73,1.25,0.52,0.10,1.93,Spiele
465,Steffen Tigges\Steffen-Tigges,de GER,FWDF,Dortmund,22,1998,0.6,18.3,36.7,500,355.0,130.0,6.67,16.7,400,5.00,10.0,500,5.00,8.33,600,0.00,0.00,0.00,0.00,3.33,0.00,0.00,6.67,Spiele
466,Guus Til\Guus-Til,nl NED,FW,Freiburg,22,1997,1.4,15.7,25.0,629,186.4,31.4,9.29,11.4,813,5.00,9.29,538,0.00,0.00,,0.00,0.00,0.00,0.71,1.43,0.00,0.00,0.00,Spiele
467,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,25,1994,8.7,53.9,62.8,859,1116.9,301.7,19.7,22.5,872,23.6,25.6,919,9.89,12.2,811,0.00,0.06,-0.06,1.03,7.82,0.57,0.11,5.86,Spiele
468,Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,31,1989,21.6,40.5,48.6,833,848.0,270.8,12.2,13.3,920,21.7,24.2,897,6.44,10.5,612,0.00,0.00,0.00,0.05,1.99,0.00,0.00,2.59,Spiele
469,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,22,1997,10.8,51.4,58.4,880,1203.1,405.1,9.54,10.6,896,30.7,32.8,938,11.0,13.9,793,0.00,0.06,-0.06,0.37,3.06,0.09,0.00,3.24,Spiele
470,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,24,1996,7.8,28.8,43.8,658,495.5,256.8,15.3,19.9,768,9.36,13.3,702,3.46,7.05,491,0.13,0.15,-0.03,1.54,1.92,2.69,1.79,4.23,Spiele
471,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Hertha BSC,23,1997,23.2,28.8,36.6,789,642.1,149.4,8.28,10.1,817,14.4,16.5,877,5.73,8.62,665,0.00,0.04,-0.04,0.30,3.02,0.13,0.04,2.54,Spiele
472,Ibrahima Traoré\Ibrahima-Traore,gn GUI,FWDF,M'Gladbach,32,1988,1.1,30.0,45.5,660,388.2,122.7,16.4,21.8,750,9.09,13.6,667,0.91,4.55,200,0.00,0.18,-0.18,0.91,0.91,0.91,0.00,2.73,Spiele
473,Kevin Trapp\Kevin-Trapp,de GER,TW,Eint Frankfurt,30,1990,33.0,28.6,41.0,698,869.2,581.1,5.76,5.79,995,12.2,12.2,995,10.6,22.8,463,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,Spiele
474,Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,33,1987,28.6,38.7,54.2,715,755.7,317.0,17.0,19.1,888,14.5,18.5,788,6.75,14.6,463,0.31,0.17,0.14,1.92,1.99,1.22,0.91,3.15,Spiele
475,Tuta\Tuta,br BRA,DF,Eint Frankfurt,21,1999,16.2,52.5,61.4,855,1062.3,373.0,16.5,18.8,878,27.0,29.7,911,8.15,11.7,698,0.00,0.02,-0.02,0.25,3.27,0.12,0.00,4.57,Spiele
476,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,21,1998,25.9,75.4,84.6,891,1741.0,513.7,16.9,18.9,894,41.7,44.9,929,16.2,19.7,822,0.00,0.03,-0.03,0.31,5.91,0.23,0.00,4.75,Spiele
477,Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,28,1991,16.6,24.5,33.2,739,481.6,116.8,11.3,13.2,858,7.77,9.94,782,4.82,8.55,563,0.06,0.07,-0.01,1.33,2.23,0.60,0.00,2.59,Spiele
478,Ruben Vargas\Ruben-Vargas,ch SUI,MFFW,Augsburg,21,1998,17.9,23.1,30.3,764,413.6,90.7,10.8,12.8,843,9.72,11.8,825,2.40,3.80,632,0.17,0.15,0.02,1.40,1.62,1.01,0.06,2.63,Spiele
479,Miloš Veljkovi?\Milos-Veljkovic,rs SRB,DF,Werder Bremen,24,1995,19.1,32.7,43.7,749,795.1,292.0,6.60,7.75,851,17.4,19.6,888,8.59,15.7,548,0.00,0.00,0.00,0.05,2.36,0.21,0.00,2.51,Spiele
480,Michel Vlap\Michel-Vlap,nl NED,MFFW,Arminia,23,1997,4.1,19.5,28.8,678,344.1,94.6,7.32,11.2,652,7.07,8.29,853,2.93,5.37,545,0.24,0.15,0.10,1.95,0.98,0.49,0.00,1.71,Spiele
481,Andreas Voglsammer\Andreas-Voglsammer,de GER,FWMF,Arminia,28,1992,11.1,14.1,24.1,586,225.7,62.8,8.11,12.5,647,4.32,7.57,571,1.17,2.61,448,0.18,0.16,0.02,0.81,0.72,0.99,0.18,2.16,Spiele
482,Kevin Vogt\Kevin-Vogt,de GER,DF,Hoffenheim,28,1991,20.5,64.4,72.2,892,1614.0,567.2,12.3,13.0,951,33.4,35.5,941,18.5,23.4,793,0.05,0.03,0.02,0.20,5.22,0.59,0.00,5.56,Spiele
483,Wout Weghorst\Wout-Weghorst,nl NED,FW,Wolfsburg,27,1992,32.7,17.2,25.4,678,261.1,45.6,10.1,13.8,734,5.50,8.04,684,1.07,1.50,714,0.24,0.15,0.09,1.25,0.95,0.52,0.03,1.65,Spiele
484,Mitchell Weiser\Mitchell-Weiser,de GER,DF,Leverkusen,26,1994,2.5,70.8,84.0,843,1118.0,365.6,40.8,45.2,903,23.6,26.8,881,4.80,9.20,522,0.00,0.00,0.00,0.00,7.20,1.20,0.00,5.20,Spiele
485,Wendell\Wendell,br BRA,DF,Leverkusen,27,1993,16.2,63.7,74.0,861,1117.8,306.7,29.1,31.4,929,27.8,31.1,895,6.05,9.38,645,0.00,0.01,-0.01,0.06,4.26,0.74,0.19,4.94,Spiele
486,Oscar Wendt\Oscar-Wendt,se SWE,DF,M'Gladbach,34,1985,13.9,40.1,51.6,778,713.7,282.9,18.1,20.4,887,18.1,22.7,797,3.81,6.83,558,0.07,0.07,0.00,0.58,2.23,0.65,0.22,3.67,Spiele
487,William\William,br BRA,FW,Wolfsburg,25,1995,0.0,0,1,00,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Spiele
488,William\William,br BRA,DFFW,Schalke 04,25,1995,5.3,25.8,44.2,585,452.8,167.5,13.0,17.4,750,8.87,15.3,580,3.40,6.98,486,0.00,0.00,0.00,0.38,1.51,0.38,0.19,1.51,Spiele
489,Marten Winkler\Marten-Winkler,de GER,FW,Hertha BSC,17,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Spiele
490,Florian Wirtz\Florian-Wirtz,de GER,MF,Leverkusen,17,2003,24.7,33.2,42.4,782,536.6,143.0,18.1,21.1,860,11.0,13.7,802,2.96,4.86,608,0.24,0.19,0.06,1.98,3.72,1.13,0.16,4.17,Spiele
491,Axel Witsel\Axel-Witsel,be BEL,MF,Dortmund,31,1989,12.6,59.7,63.5,940,1086.7,233.8,25.8,27.0,956,26.5,27.9,949,6.51,7.38,882,0.00,0.05,-0.05,0.40,5.63,0.24,0.00,4.05,Spiele
492,Hannes Wolf\Hannes-Wolf,at AUT,MFFW,M'Gladbach,21,1999,15.3,28.0,36.7,763,398.4,97.5,16.8,19.8,848,8.30,10.8,770,1.57,2.61,600,0.13,0.18,-0.05,1.11,2.03,0.85,0.07,3.01,Spiele
493,Marius Wolf\Marius-Wolf,de GER,DFMF,Köln,25,1995,28.3,30.7,44.6,687,552.4,239.0,14.5,17.6,820,11.9,15.4,773,3.57,7.88,453,0.07,0.11,-0.04,0.78,3.50,0.88,0.28,4.06,Spiele
494,Nick Woltemade\Nick-Woltemade,de GER,FWMF,Werder Bremen,18,2002,1.6,15.0,24.4,615,268.8,71.9,6.25,8.75,714,6.88,10.6,647,1.88,3.13,600,0.63,0.19,0.44,1.88,0.63,1.25,0.00,1.88,Spiele
495,Jeong Woo-yeong\Jeong-Woo-yeong,kr KOR,FWMF,Freiburg,20,1999,9.1,31.1,41.1,757,483.8,158.4,17.6,21.6,812,9.89,12.6,783,2.42,4.29,564,0.00,0.16,-0.16,1.76,2.75,2.09,0.33,4.84,Spiele
496,Joscha Wosz\Joscha-Wosz,de GER,DFFW,RB Leipzig,18,2002,0.4,27.5,37.5,733,510.0,147.5,10.0,12.5,800,15.0,17.5,857,2.50,5.00,500,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,Spiele
497,Reinhold Yabo\Reinhold-Yabo,de GER,MFFW,Arminia,28,1992,7.2,17.5,23.1,759,313.9,73.2,7.64,9.03,846,7.36,8.89,828,1.94,3.19,609,0.00,0.00,0.00,0.14,1.94,0.42,0.00,1.94,Spiele
498,Amin Younes\Amin-Younes,de GER,MFFW,Eint Frankfurt,26,1993,15.5,33.2,44.5,745,556.6,203.6,18.5,21.5,856,9.94,13.7,726,3.81,6.19,615,0.19,0.11,0.08,1.48,3.94,1.74,0.26,6.39,Spiele
499,Dan-Axel Zagadou\Dan-Axel-Zagadou,fr FRA,DF,Dortmund,21,1999,3.1,67.4,78.1,864,1442.6,443.9,16.5,17.4,944,41.3,46.1,895,9.35,13.9,674,0.00,0.00,0.00,0.00,3.23,0.00,0.00,0.97,Spiele
500,Denis Zakaria\Denis-Zakaria,ch SUI,MFDF,M'Gladbach,23,1996,15.8,37.2,42.0,885,681.1,174.9,15.4,16.8,921,16.9,18.0,937,4.24,5.70,744,0.06,0.07,-0.01,0.57,3.16,0.44,0.06,3.48,Spiele
501,Deyovaisio Zeefuik\Deyovaisio-Zeefuik,nl NED,DFMF,Hertha BSC,22,1998,10.1,36.6,48.4,757,686.6,227.6,15.0,18.1,825,16.4,21.4,769,4.55,6.73,676,0.00,0.17,-0.17,1.39,2.38,1.58,0.99,3.07,Spiele
502,Robin Zentner\Robin-Zentner,de GER,TW,Mainz 05,25,1994,31.0,23.3,34.9,669,703.6,426.8,4.68,4.77,980,9.90,10.0,990,8.61,19.9,433,0.00,0.01,-0.01,0.03,0.39,0.03,0.00,0.00,Spiele
503,Ron-Robert Zieler\Ron-Robert-Zieler,de GER,TW,Köln,31,1989,0.6,30.0,38.3,783,1013.3,650.0,5.00,5.00,1000,11.7,11.7,1000,13.3,21.7,615,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Spiele
504,Joshua Zirkzee\Joshua-Zirkzee,nl NED,FW,Bayern Munich,19,2001,1.0,24.0,30.0,800,301.0,15.0,18.0,21.0,857,6.00,8.00,750,0.00,0.00,,0.00,0.20,-0.20,1.00,2.00,0.00,0.00,0.00,Spiele
505,Steven Zuber\Steven-Zuber,ch SUI,DFMF,Eint Frankfurt,28,1991,6.5,39.4,51.8,760,686.5,232.3,20.2,23.1,873,13.7,18.6,736,4.46,6.46,690,0.46,0.29,0.17,2.00,3.23,1.69,0.92,4.62,Spiele
